run_id,batch,candidate,case,diagnostic,request_id,status,start_ms,end_ms,elapsed_ms,request_body_bytes,http_proto,tls_alpn,connection_id,got_conn_reused,ttfb_ms,first_event_ms,completion_ms,response_body_bytes,event_bytes,done,cancel_acknowledged,expected_events,received_events,payload_bytes,complete,arrival_gap_ms_n,arrival_gap_ms_min,arrival_gap_ms_p50,arrival_gap_ms_p95,arrival_gap_ms_max,emission_gap_ms_n,emission_gap_ms_min,emission_gap_ms_p50,emission_gap_ms_p95,emission_gap_ms_max,max_active_handlers
measure-01,1,go,fresh-h1-c8,False,req-1789343145198378713-4,PASS,61.632415,30064.804554,30003.172177,4164,HTTP/1.1,http/1.1,304,True,2.612526,53.136464,30003.171215,121425,128,True,False,600,600,76800,True,599,45.170742999998765,49.70484600000054,50.70412799999758,55.250044000000344,599,49.35701699999936,49.67905000000064,50.667820999999094,50.8408529999997,8
measure-01,1,go,fresh-h1-c8,False,req-1789343145198440872-5,PASS,61.694592,30064.831102,30003.136544,4164,HTTP/1.1,http/1.1,312,True,2.56517,53.085436,30003.135759,121437,128,True,False,600,600,76800,True,599,45.19206800000029,49.72041399999944,50.684934000000794,55.20477899999969,599,49.35942299999988,49.67751999999928,50.65984699999899,50.984301000000414,8
measure-01,1,go,fresh-h1-c8,False,req-1789343145198483844-6,PASS,61.737565,30064.842712,30003.105181,4164,HTTP/1.1,http/1.1,311,True,2.515047,52.982812,30003.104499,121416,128,True,False,600,600,76800,True,599,45.21948800000064,49.685536999999385,50.69920999999886,55.198569000000134,599,49.31543200000033,49.64892999999984,50.68657299999904,51.008454000000256,8
measure-01,1,go,fresh-h1-c8,False,req-1789343145198145979-7,PASS,61.399696,30062.59286,30001.193198,4164,HTTP/1.1,http/1.1,308,True,0.845023,51.217696,30001.191087,121414,128,True,False,600,600,76800,True,599,47.74170800000138,49.720439000000624,50.65850600000067,52.72645299999931,599,49.23776799999996,49.70974600000045,50.636355000000094,51.05961500000194,8
measure-01,1,go,fresh-h2-c1,False,req-1789343175539838635-0,PASS,55.112193,30056.453663,30001.341505,4164,HTTP/2.0,h2,318,True,0.90929,51.506078,30001.337137,121420,128,True,False,600,600,76800,True,599,49.03648199999998,50.24701900000218,50.43419299999994,51.03945999999996,599,49.153432999999495,50.260825999999724,50.38932199999908,51.00469599999997,1
measure-01,1,go,fresh-h2-c8,False,req-1789343205851660704-0,PASS,55.762965,30057.270054,30001.507124,4164,HTTP/2.0,h2,322,True,0.974915,51.488994,30001.506058,121416,128,True,False,600,600,76800,True,599,47.939650000000256,50.03315599999951,50.75383299999976,51.47968100000071,599,48.403457000000344,50.08399199999985,50.69118800000069,51.1921710000006,8
measure-01,1,go,fresh-h2-c8,False,req-1789343205851299624-1,PASS,55.401873,30057.26887,30001.867032,4164,HTTP/2.0,h2,322,True,1.325082,51.845915,30001.866197,121425,128,True,False,600,600,76800,True,599,47.84515300000021,50.04062900000008,50.75362500000119,51.680515000000014,599,48.44822500000009,50.05909800000154,50.73351899999943,51.14212700000098,8
measure-01,1,go,fresh-h2-c8,False,req-1789343205851642095-2,PASS,55.744375,30057.273731,30001.529389,4164,HTTP/2.0,h2,322,True,0.992205,51.505823,30001.528651,121428,128,True,False,600,600,76800,True,599,47.97479399999975,50.02716899999996,50.74776600000041,51.533126000000266,599,48.365420000000086,50.06879200000003,50.72024000000238,51.22406800000135,8
measure-01,1,go,fresh-h2-c8,False,req-1789343205851749275-3,PASS,55.851543,30057.263897,30001.412388,4164,HTTP/2.0,h2,322,True,0.888905,51.394067,30001.410902,121432,128,True,False,600,600,76800,True,599,47.89636900000005,50.02611899999829,50.746376000000964,51.62945000000036,599,48.916580999999496,50.051243999999315,50.63450899999998,50.97815999999875,8
measure-01,1,go,fresh-h2-c8,False,req-1789343205851459044-4,PASS,55.561285,30057.272979,30001.711728,4164,HTTP/2.0,h2,322,True,1.170705,51.679561,30001.710931,121423,128,True,False,600,600,76800,True,599,47.97567899999922,50.02482299999974,50.751327999998466,51.558006999999634,599,48.45676800000001,50.06181599999991,50.74263200000132,51.18849799999953,8
measure-01,1,go,fresh-h2-c8,False,req-1789343205851595147-5,PASS,55.697418,30057.234201,30001.536829,4164,HTTP/2.0,h2,322,True,1.036147,51.559962,30001.515787,121423,128,True,False,600,600,76800,True,599,47.97569400000066,50.03484499999831,50.750701000000845,51.546909999999116,599,48.51386999999886,50.06120100000044,50.74213099999906,51.1712660000012,8
measure-01,1,go,fresh-h2-c8,False,req-1789343205851618856-6,PASS,55.721132,30057.264878,30001.543786,4164,HTTP/2.0,h2,322,True,1.013981,51.537075,30001.542163,121414,128,True,False,600,600,76800,True,599,47.934462999999596,50.027469999999994,50.75127299999804,51.56435899999997,599,48.613172000001214,50.05908399999953,50.724795000001905,51.08546600000045,8
measure-01,1,go,fresh-h2-c8,False,req-1789343205851379358-7,PASS,55.481599,30057.199573,30001.718009,4164,HTTP/2.0,h2,322,True,1.257471,51.772472,30001.713425,121420,128,True,False,600,600,76800,True,599,47.921604000001025,50.02925700000014,50.753455999999915,51.61845899999935,599,49.001084999999875,50.05990300000121,50.68100500000037,50.97744899999816,8
measure-01,1,go,postburst-h1-c1,False,req-1789343236563785844-0,PASS,54.892103,30056.398541,30001.506476,4164,HTTP/1.1,http/1.1,426,True,0.705586,51.08437,30001.504813,121428,128,True,False,600,600,76800,True,599,47.118094999999926,50.272579999999834,50.47512399999869,52.218841999999995,599,47.25296400000002,50.27733400000034,50.41588899999988,52.09601799999996,1
measure-01,1,go,hy2-correctness-h1,False,req-1789343266890782380-0,PASS,55.795321,30057.246247,30001.45096,4164,HTTP/1.1,http/1.1,429,True,0.875671,51.288982,30001.449423,121413,128,True,False,600,600,76800,True,599,48.99537899999996,50.25871899999993,50.45538099999976,50.7067300000017,599,49.148755999999594,50.26936500000011,50.409482000000025,50.552911999999196,1
measure-01,1,go,hy2-correctness-h2,False,req-1789343297532574301-0,PASS,55.956873,30057.52012,30001.563282,4164,HTTP/2.0,h2,434,True,0.982391,51.498361,30001.558465,121415,128,True,False,600,600,76800,True,599,46.558492000000115,50.246406999998726,50.464224999999715,53.59612100000231,599,49.1535109999968,50.25836899999922,50.375027999998565,51.002871000000596,1
measure-02,2,go,postburst-h1-c1,False,req-1789343344860736252-0,PASS,56.138051,30057.627644,30001.489627,4164,HTTP/1.1,http/1.1,104,True,1.139288,51.729175,30001.487571,121425,128,True,False,600,600,76800,True,599,47.38813999999911,50.26875100000325,50.465956000000006,52.75362099999984,599,49.14885400000003,50.28443700000207,50.44363800000065,50.907193999999436,1
measure-02,2,go,fresh-h2-c8,False,req-1789343375108437711-0,PASS,55.826264,30057.392231,30001.566,4164,HTTP/2.0,h2,108,True,0.841892,51.402239,30001.550769,121418,128,True,False,600,600,76800,True,599,48.59930499999973,50.0227249999989,50.56544099999974,51.441664000001765,599,49.01693499999965,50.04094299999997,50.535249000000476,51.056329000000005,8
measure-02,2,go,fresh-h2-c8,False,req-1789343375107936032-1,PASS,55.324579,30057.383801,30002.059257,4164,HTTP/2.0,h2,108,True,1.526569,51.905489,30002.058324,121426,128,True,False,600,600,76800,True,599,48.58685400000104,50.02982300000076,50.54412599999887,51.44329099999959,599,49.03623499999958,50.03595100000166,50.51681099999769,50.94788499999959,8
measure-02,2,go,fresh-h2-c8,False,req-1789343375108400609-2,PASS,55.789153,30057.373948,30001.58483,4164,HTTP/2.0,h2,108,True,1.058799,51.437722,30001.583975,121417,128,True,False,600,600,76800,True,599,48.60074600000007,50.02583500000037,50.556125000000065,51.439008000001195,599,49.010675999999876,50.04307699999845,50.515573000000586,50.99176699999998,8
measure-02,2,go,fresh-h2-c8,False,req-1789343375108193031-3,PASS,55.581572,30057.388933,30001.807395,4164,HTTP/2.0,h2,108,True,1.094229,51.639979,30001.806596,121415,128,True,False,600,600,76800,True,599,48.60944599999857,50.03657100000055,50.5602459999991,51.524335000001884,599,48.96758099999897,50.04235400000107,50.55754299999899,51.05697400000008,8
measure-02,2,go,fresh-h2-c8,False,req-1789343375108224728-4,PASS,55.613288,30057.316462,30001.703209,4164,HTTP/2.0,h2,108,True,1.22169,51.612777,30001.684813,121417,128,True,False,600,600,76800,True,599,48.5574830000005,50.02834499999881,50.55333399999972,51.44289199999912,599,49.07909599999948,50.01660799999809,50.50792300000012,50.938890999999785,8
measure-02,2,go,fresh-h2-c8,False,req-1789343375108242797-5,PASS,55.631357,30057.318597,30001.687379,4164,HTTP/2.0,h2,108,True,1.213492,51.591115,30001.675387,121418,128,True,False,600,600,76800,True,599,48.558579000000464,50.030283000000054,50.558234999998604,51.49081099999967,599,49.020549000000756,50.04021399999965,50.52836100000059,50.972436000000016,8
measure-02,2,go,fresh-h2-c8,False,req-1789343375108007805-6,PASS,55.39632,30057.369108,30001.972828,4164,HTTP/2.0,h2,108,True,1.159668,51.822173,30001.971434,121405,128,True,False,600,600,76800,True,599,48.58779499999946,50.051464000000124,50.64065500000288,51.44640499999878,599,48.83915900000102,50.0570489999991,50.63787600000069,51.10342300000002,8
measure-02,2,go,fresh-h2-c8,False,req-1789343375108290460-7,PASS,55.679013,30057.399851,30001.720874,4164,HTTP/2.0,h2,108,True,0.953507,51.545717,30001.717774,121412,128,True,False,600,600,76800,True,599,48.53234900000098,50.04435100000046,50.641679000000295,51.4244609999987,599,48.85832599999958,50.04704099999981,50.59028699999999,51.0536840000002,8
measure-02,2,go,fresh-h2-c1,False,req-1789343405356159478-0,PASS,54.987217,30056.481034,30001.493851,4164,HTTP/2.0,h2,112,True,0.786531,51.30096,30001.489554,121420,128,True,False,600,600,76800,True,599,47.65455199999997,50.2371979999989,50.450841000001674,52.63592400000016,599,48.94789400000036,50.260245999998006,50.39244300000064,51.31197199999997,1
measure-02,2,go,fresh-h1-c8,False,req-1789343435628138111-0,PASS,60.907422,30061.984865,30001.077478,4164,HTTP/1.1,http/1.1,123,True,0.440148,50.983841,30001.076987,121419,128,True,False,600,600,76800,True,599,48.558349999999336,50.27182000000175,50.477261,51.12293999999747,599,49.202361999999994,50.28853200000049,50.421040000001085,50.59531799999968,8
measure-02,2,go,fresh-h1-c8,False,req-1789343435627700218-1,PASS,60.469495,30061.954887,30001.485427,4164,HTTP/1.1,http/1.1,130,True,0.803777,51.434536,30001.484935,121433,128,True,False,600,600,76800,True,599,48.634124000000156,50.275902000001224,50.50084900000002,50.82533500000136,599,49.11963000000014,50.287656999997125,50.47545400000308,50.70901099999992,8
measure-02,2,go,fresh-h1-c8,False,req-1789343435628090164-2,PASS,60.859476,30061.997918,30001.138477,4164,HTTP/1.1,http/1.1,124,True,0.505768,51.026115,30001.13793,121407,128,True,False,600,600,76800,True,599,48.54848700000002,50.267526000000544,50.46576400000049,51.1222880000023,599,49.17237100000011,50.28587300000072,50.42537699999957,50.591999999998734,8
measure-02,2,go,fresh-h1-c8,False,req-1789343435628030873-3,PASS,60.800151,30061.941952,30001.141836,4164,HTTP/1.1,http/1.1,125,True,0.505079,51.080286,30001.141224,121400,128,True,False,600,600,76800,True,599,48.5363720000023,50.27319299999999,50.4962259999993,50.848501999998916,599,49.141215999999986,50.28821000000016,50.456121999999596,50.58067400000073,8
measure-02,2,go,fresh-h1-c8,False,req-1789343435628107356-4,PASS,60.876649,30061.914259,30001.03765,4164,HTTP/1.1,http/1.1,126,True,0.480808,50.988042,30001.036094,121416,128,True,False,600,600,76800,True,599,48.553459000002476,50.271592999999484,50.46631499999967,51.12779700000101,599,49.187840999999025,50.290366000001086,50.42891000000054,50.62266200000158,8
measure-02,2,go,fresh-h1-c8,False,req-1789343435628173824-5,PASS,60.943125,30061.965273,30001.022182,4164,HTTP/1.1,http/1.1,127,True,0.508151,50.917716,30001.021045,121395,128,True,False,600,600,76800,True,599,48.6241829999999,50.27010700000028,50.447227999999086,51.13768799999889,599,49.174856999999975,50.27838899999915,50.41801000000123,50.51906400000007,8
measure-02,2,go,fresh-h1-c8,False,req-1789343435628181081-6,PASS,60.950393,30061.981707,30001.031352,4164,HTTP/1.1,http/1.1,128,True,0.491645,50.919382,30001.030752,121413,128,True,False,600,600,76800,True,599,48.49236699999892,50.26670899999954,50.454484000001685,51.16570500000307,599,49.2035370000001,50.27699399999983,50.412193000000116,50.595414999999775,8
measure-02,2,go,fresh-h1-c8,False,req-1789343435627742203-7,PASS,60.511456,30061.971493,30001.460072,4164,HTTP/1.1,http/1.1,129,True,0.805825,51.360517,30001.459474,121427,128,True,False,600,600,76800,True,599,48.6410649999998,50.27289400000154,50.486323999997694,50.72290199999952,599,49.1497559999998,50.288038000002416,50.45004399999925,50.73770099999979,8
measure-02,2,go,fresh-h1-c1,False,req-1789343465910413224-0,PASS,55.035347,30056.377776,30001.342476,4164,HTTP/1.1,http/1.1,134,True,0.939513,51.322637,30001.340776,121433,128,True,False,600,600,76800,True,599,46.825159999999414,50.2803270000004,50.484252999998716,54.01068300000043,599,49.15976199999932,50.28831200000059,50.43985099999918,51.15817900000002,1
measure-02,2,gvisor,postburst-h1-c1,False,req-1789343526825813180-0,PASS,54.79794,30056.074011,30001.276106,4164,HTTP/1.1,http/1.1,240,True,0.827469,51.186631,30001.274403,121418,128,True,False,600,600,76800,True,599,49.06695000000036,50.2782879999977,50.4686249999977,51.65115199999855,599,49.163238000001,50.287302000000636,50.42482000000018,50.596301999998104,1
measure-02,2,gvisor,fresh-h2-c8,False,req-1789343557072637976-0,PASS,55.965402,30057.408276,30001.44293,4164,HTTP/2.0,h2,244,True,0.772675,51.434452,30001.442107,121424,128,True,False,600,600,76800,True,599,48.88894699999946,50.05787799999962,50.62173799999982,50.953731999999945,599,49.081169000000955,50.076539999998204,50.51594699999987,50.90044499999931,8
