candidate,round,case,sample,index,server_emit_ms,client_arrival_ms,client_gap_ms,server_gap_ms,excess_gap_ms
go,1,sse-c8,3,8,204.694551,212.966753,20.394148,20.438530999999983,-0.044382999999982076
go,1,sse-c8,3,9,225.190329,233.524023,20.55726999999999,20.495778,0.061491999999987
go,1,sse-c8,3,10,245.716591,254.051293,20.527269999999987,20.526262000000003,0.0010079999999845768
go,1,sse-c8,3,11,266.385551,274.679597,20.628304000000014,20.668960000000027,-0.04065600000001268
go,1,sse-c8,3,12,286.879349,295.244378,20.564780999999982,20.49379799999997,0.07098300000001245
go,1,sse-c8,3,13,307.382306,315.682024,20.43764600000003,20.502957000000038,-0.06531100000000833
go,1,sse-c8,3,14,327.969923,336.202367,20.52034299999997,20.587616999999966,-0.06727399999999761
go,1,sse-c8,3,15,348.075118,356.386542,20.18417500000004,20.10519499999998,0.07898000000005823
go,1,sse-c8,4,0,40.719489,47.954308,,,
go,1,sse-c8,4,1,61.313419,68.379014,20.424706,20.59393,-0.16922399999999982
go,1,sse-c8,4,2,81.700604,88.796615,20.417601000000005,20.387184999999995,0.030416000000009547
go,1,sse-c8,4,3,102.218213,109.298996,20.502381,20.517609000000007,-0.015228000000007569
go,1,sse-c8,4,4,122.719552,129.857703,20.558706999999984,20.501338999999987,0.057367999999996755
go,1,sse-c8,4,5,143.167568,150.402678,20.544975000000022,20.448015999999996,0.09695900000002666
go,1,sse-c8,4,6,163.714171,170.869348,20.466669999999993,20.546603000000005,-0.07993300000001113
go,1,sse-c8,4,7,184.324289,191.446413,20.577065000000005,20.610118,-0.033052999999995336
go,1,sse-c8,4,8,204.803394,211.889002,20.442588999999998,20.479105000000004,-0.03651600000000599
go,1,sse-c8,4,9,225.264884,232.330012,20.441010000000006,20.461489999999998,-0.02047999999999206
go,1,sse-c8,4,10,245.880204,252.88212,20.552107999999976,20.615319999999997,-0.06321200000002136
go,1,sse-c8,4,11,266.363532,273.491667,20.60954700000002,20.48332800000003,0.12621899999999187
go,1,sse-c8,4,12,287.040341,294.098402,20.606735000000015,20.67680899999999,-0.07007399999997688
go,1,sse-c8,4,13,307.522254,314.515057,20.41665499999999,20.481912999999963,-0.06525799999997162
go,1,sse-c8,4,14,327.949901,335.220397,20.70533999999998,20.427647000000036,0.27769299999994246
go,1,sse-c8,4,15,348.69416,355.897803,20.67740600000002,20.744259,-0.06685299999998051
go,1,sse-c8,5,0,40.86772,48.839421,,,
go,1,sse-c8,5,1,61.435648,69.54002,20.700598999999997,20.567928000000002,0.13267099999999488
go,1,sse-c8,5,2,81.931927,89.890536,20.350516,20.496279,-0.1457630000000023
go,1,sse-c8,5,3,102.412532,110.316032,20.42549600000001,20.480604999999997,-0.05510899999998742
go,1,sse-c8,5,4,122.88645,130.899458,20.583426000000003,20.473917999999998,0.10950800000000527
go,1,sse-c8,5,5,143.452437,151.454147,20.554688999999996,20.565987000000007,-0.011298000000010688
go,1,sse-c8,5,6,163.921351,171.983923,20.529776,20.468913999999984,0.060862000000014405
go,1,sse-c8,5,7,184.503287,192.525377,20.541453999999987,20.581936000000013,-0.040482000000025664
go,1,sse-c8,5,8,204.945798,212.963528,20.438151000000005,20.442510999999996,-0.00435999999999126
go,1,sse-c8,5,9,225.536306,233.49981,20.536282,20.590508,-0.054225999999999885
go,1,sse-c8,5,10,246.014866,254.030474,20.530664,20.478560000000016,0.05210399999998572
go,1,sse-c8,5,11,266.626781,274.624201,20.59372700000003,20.611914999999982,-0.018187999999952353
go,1,sse-c8,5,12,287.215547,295.219622,20.595420999999988,20.58876600000002,0.006654999999966549
go,1,sse-c8,5,13,307.625964,315.610027,20.390404999999987,20.410416999999995,-0.020012000000008356
go,1,sse-c8,5,14,328.28145,336.202243,20.592216000000008,20.655485999999996,-0.06326999999998861
go,1,sse-c8,5,15,348.324716,356.424017,20.221773999999982,20.043266000000017,0.17850799999996525
go,1,sse-c8,6,0,40.083159,47.958915,,,
go,1,sse-c8,6,1,60.673904,68.423125,20.46421,20.590745,-0.12653499999999696
go,1,sse-c8,6,2,81.161082,88.886014,20.462889000000004,20.487177999999993,-0.024288999999988903
go,1,sse-c8,6,3,101.568823,109.238923,20.352908999999997,20.407741,-0.054832000000004655
go,1,sse-c8,6,4,122.086567,129.763941,20.52501799999999,20.517744000000008,0.007273999999981129
go,1,sse-c8,6,5,142.654016,150.341583,20.577642000000026,20.56744900000001,0.010193000000015218
go,1,sse-c8,6,6,163.122331,170.946818,20.605234999999993,20.46831499999999,0.13692000000000348
go,1,sse-c8,6,7,183.761826,191.459022,20.512203999999997,20.63949500000001,-0.1272910000000138
go,1,sse-c8,6,8,204.136356,211.874164,20.415142000000003,20.374529999999993,0.040612000000010084
go,1,sse-c8,6,9,224.714679,232.291566,20.41740199999998,20.578322999999983,-0.16092100000000187
go,1,sse-c8,6,10,245.269012,252.85631,20.56474400000002,20.554333000000014,0.010411000000004833
go,1,sse-c8,6,11,265.919004,273.496094,20.63978400000002,20.64999199999997,-0.010207999999948925
go,1,sse-c8,6,12,286.38974,294.000136,20.50404199999997,20.470736000000045,0.03330599999992501
go,1,sse-c8,6,13,306.913445,314.51788,20.517743999999993,20.523705000000007,-0.005961000000013428
go,1,sse-c8,6,14,327.46418,335.133351,20.615471000000014,20.550734999999975,0.06473600000003898
go,1,sse-c8,6,15,347.920823,355.800054,20.666702999999984,20.456642999999985,0.21005999999999858
go,1,sse-c8,7,0,40.088134,47.949053,,,
