candidate,case,elapsed_ms,end_ns,http_status,kernel_connect_ms,port,received_bytes,requested_bytes,round,start_ns,status,ttfb_ms,worker_exit_code
go,warm-reality,3.87389,5773108366614,200,2.665678,18080,4096,4096,2,5773104492724,PASS,3.829539,0
go,warm-reality,4.364687,5773216527026,200,3.097618,18080,4096,4096,2,5773212162339,PASS,4.298583,0
go,warm-reality,4.756295,5773338139466,200,3.352793,18080,4096,4096,2,5773333383171,PASS,4.680473,0
go,short,7.693896,5773434172470,200,3.448065,18080,4096,4096,2,5773426478574,PASS,7.631973,
go,short,10.148158,5773437072324,200,7.695782,18080,4096,4096,2,5773426924166,PASS,10.093059,
go,short,10.227889,5773437625541,200,5.832126,18080,4096,4096,2,5773427397652,PASS,10.165906,
go,short,10.512416,5773438177721,200,8.648709,18080,4096,4096,2,5773427665305,PASS,10.466587,
go,short,11.159032,5773439219077,200,10.011373,18080,4096,4096,2,5773428060045,PASS,11.112922,
go,short,16.664876,5773445161193,200,13.196325,18080,4096,4096,2,5773428496317,PASS,16.62204,
go,short,16.307925,5773445024328,200,14.775323,18080,4096,4096,2,5773428716403,PASS,16.238349,
go,short,11.687792,5773440732240,200,10.703857,18080,4096,4096,2,5773429044448,PASS,11.644414,
go,short,18.247807,5773447458825,200,17.357482,18080,4096,4096,2,5773429211018,PASS,18.195456,
go,short,17.210808,5773446723063,200,15.124549,18080,4096,4096,2,5773429512255,PASS,17.161106,
go,short,20.543739,5773450226114,200,19.850991,18080,4096,4096,2,5773429682375,PASS,20.481522,
go,short,18.973551,5773449016321,200,18.16109,18080,4096,4096,2,5773430042770,PASS,18.887245,
go,short,21.251329,5773451515652,200,20.528397,18080,4096,4096,2,5773430264323,PASS,21.221627,
go,short,23.763909,5773454288107,200,22.981076,18080,4096,4096,2,5773430524198,PASS,23.691913,
go,short,24.684114,5773455403194,200,23.932315,18080,4096,4096,2,5773430719080,PASS,24.574547,
go,short,22.260612,5773453231247,200,21.448948,18080,4096,4096,2,5773430970635,PASS,22.215485,
go,short,22.335426,5773456550713,200,21.497722,18080,4096,4096,2,5773434215287,PASS,22.255143,
go,short,20.524191,5773457652300,200,19.662309,18080,4096,4096,2,5773437128109,PASS,20.469898,
go,short,20.979085,5773458653780,200,20.253128,18080,4096,4096,2,5773437674695,PASS,20.921476,
go,short,21.932774,5773460146897,200,21.018636,18080,4096,4096,2,5773438214123,PASS,21.736335,
go,short,22.158184,5773461427922,200,21.43527,18080,4096,4096,2,5773439269738,PASS,22.100447,
go,short,21.913385,5773462665398,200,20.984177,18080,4096,4096,2,5773440752013,PASS,21.852242,
go,short,18.684758,5773463737081,200,17.981042,18080,4096,4096,2,5773445052323,PASS,18.640622,
go,short,20.108488,5773465311078,200,19.205758,18080,4096,4096,2,5773445202590,PASS,20.068458,
go,short,19.492803,5773466246780,200,18.633784,18080,4096,4096,2,5773446753977,PASS,19.450474,
go,short,19.859699,5773467363211,200,19.151618,18080,4096,4096,2,5773447503512,PASS,19.787625,
go,short,19.53755,5773468573365,200,18.709559,18080,4096,4096,2,5773449035815,PASS,19.451602,
go,short,19.513508,5773469774905,200,18.841019,18080,4096,4096,2,5773450261397,PASS,19.479254,
go,short,19.49062,5773471039831,200,18.750639,18080,4096,4096,2,5773451549211,PASS,19.4132,
go,short,19.070636,5773472322057,200,18.262873,18080,4096,4096,2,5773453251421,PASS,19.002301,
go,short,18.950864,5773473262906,200,18.313931,18080,4096,4096,2,5773454312042,PASS,18.879877,
go,short,19.19746,5773474650610,200,18.360033,18080,4096,4096,2,5773455453150,PASS,19.115833,
go,bulk,681.681194,5774234272799,200,0.483365,18081,8388608,8388608,2,5773552591605,PASS,2.043569,
go,bulk,684.135449,5774918419311,200,0.33484,18081,8388608,8388608,2,5774234283862,PASS,1.6552,
go,bulk,682.722566,5775601152419,200,0.301385,18081,8388608,8388608,2,5774918429853,PASS,1.386039,
go,mixed,3.116664,5775680191421,200,2.251701,18080,4096,4096,2,5775677074757,PASS,3.037646,
go,mixed,2.840055,5775703138257,200,2.042599,18080,4096,4096,2,5775700298202,PASS,2.79605,
go,mixed,2.745929,5775725976254,200,2.00821,18080,4096,4096,2,5775723230325,PASS,2.712371,
go,mixed,2.515369,5775748583210,200,1.787832,18080,4096,4096,2,5775746067841,PASS,2.42795,
go,mixed,2.793398,5775771481271,200,1.973137,18080,4096,4096,2,5775768687873,PASS,2.73067,
go,mixed,2.804213,5775794399273,200,1.89257,18080,4096,4096,2,5775791595060,PASS,2.758953,
go,mixed,2.669559,5775817188842,200,1.988974,18080,4096,4096,2,5775814519283,PASS,2.633389,
go,mixed,2.844995,5775840128193,200,1.981989,18080,4096,4096,2,5775837283198,PASS,2.774047,
go,mixed,2.667052,5775862884557,200,1.984095,18080,4096,4096,2,5775860217505,PASS,2.608388,
go,mixed,2.644433,5775885629137,200,1.923722,18080,4096,4096,2,5775882984704,PASS,2.599281,
go,mixed,2.631244,5775908367467,200,1.936525,18080,4096,4096,2,5775905736223,PASS,2.598811,
go,mixed,3.037628,5775931495060,200,2.355508,18080,4096,4096,2,5775928457432,PASS,2.952685,
go,mixed,2.733584,5775954303780,200,1.818064,18080,4096,4096,2,5775951570196,PASS,2.616606,
go,mixed,2.846682,5775977286106,200,2.011512,18080,4096,4096,2,5775974439424,PASS,2.730875,
go,mixed,2.80176,5776000180511,200,2.035572,18080,4096,4096,2,5775997378751,PASS,2.684643,
go,mixed,2.724498,5776022995097,200,2.030248,18080,4096,4096,2,5776020270599,PASS,2.690674,
go,mixed,2.800603,5776045898441,200,1.964152,18080,4096,4096,2,5776043097838,PASS,2.688059,
go,mixed,3.478352,5776069505880,200,2.678823,18080,4096,4096,2,5776066027528,PASS,3.438631,
go,mixed,3.229674,5776092828289,200,1.869611,18080,4096,4096,2,5776089598615,PASS,2.657891,
go,mixed,2.650528,5776115552724,200,1.881402,18080,4096,4096,2,5776112902196,PASS,2.619137,
go,mixed,2.745814,5776138387450,200,2.017921,18080,4096,4096,2,5776135641636,PASS,2.681299,
go,mixed,2.780332,5776161270095,200,2.103639,18080,4096,4096,2,5776158489763,PASS,2.750837,
go,mixed,2.579473,5776183950708,200,1.876481,18080,4096,4096,2,5776181371235,PASS,2.491328,
go,mixed,2.706926,5776206743839,200,1.83074,18080,4096,4096,2,5776204036913,PASS,2.513242,
go,mixed,2.672224,5776229538751,200,1.94316,18080,4096,4096,2,5776226866527,PASS,2.614066,
go,mixed,2.688247,5776252301593,200,1.918074,18080,4096,4096,2,5776249613346,PASS,2.653802,
go,mixed,2.479435,5776274869132,200,1.839398,18080,4096,4096,2,5776272389697,PASS,2.378655,
go,mixed,2.79923,5776297776585,200,2.113108,18080,4096,4096,2,5776294977355,PASS,2.738228,
go,mixed,2.67518,5776320544266,200,1.874954,18080,4096,4096,2,5776317869086,PASS,2.640331,
go,mixed,2.727228,5776343357986,200,1.923743,18080,4096,4096,2,5776340630758,PASS,2.588034,
go,mixed,2.754425,5776366186591,200,1.953471,18080,4096,4096,2,5776363432166,PASS,2.721043,
go,mixed,2.807506,5776389085793,200,1.884234,18080,4096,4096,2,5776386278287,PASS,2.702845,
go,mixed,2732.562999,5778407568457,200,0.612783,18081,33554432,33554432,2,5775675005458,PASS,1.968068,
mihomo,cold-reality,4.984051,5778668663629,200,0.462591,18080,4096,4096,2,5778663679578,PASS,4.804924,0
mihomo,cold-hy2,5.743274,5778745367342,200,0.515919,18081,4096,4096,2,5778739624068,PASS,5.672715,0
mihomo,warm-reality,4.671143,5778825546680,200,0.411619,18080,4096,4096,2,5778820875537,PASS,4.548462,0
mihomo,warm-reality,5.103823,5779005083145,200,0.563505,18080,4096,4096,2,5778999979322,PASS,4.964657,0
mihomo,warm-reality,5.6109,5779165342703,200,0.453489,18080,4096,4096,2,5779159731803,PASS,5.4127,0
mihomo,warm-reality,6.40313,5779321641305,200,0.946739,18080,4096,4096,2,5779315238175,PASS,6.0277,0
mihomo,warm-reality,5.103575,5779479931679,200,0.560486,18080,4096,4096,2,5779474828104,PASS,4.95723,0
mihomo,warm-reality,3.692008,5779561652159,200,0.303536,18080,4096,4096,2,5779557960151,PASS,3.557392,0
mihomo,warm-reality,4.028631,5779636595744,200,0.358946,18080,4096,4096,2,5779632567113,PASS,3.896922,0
mihomo,warm-reality,3.660909,5779710195730,200,0.3227,18080,4096,4096,2,5779706534821,PASS,3.480417,0
mihomo,warm-reality,3.986647,5779785010680,200,0.315308,18080,4096,4096,2,5779781024033,PASS,3.8311,0
mihomo,warm-reality,3.875443,5779858213559,200,0.311243,18080,4096,4096,2,5779854338116,PASS,3.708364,0
mihomo,warm-reality,4.187602,5779933144135,200,0.483351,18080,4096,4096,2,5779928956533,PASS,4.079751,0
mihomo,warm-reality,3.849627,5780009780936,200,0.355141,18080,4096,4096,2,5780005931309,PASS,3.687262,0
mihomo,short,6.199466,5780090186524,200,0.519177,18080,4096,4096,2,5780083987058,PASS,6.149855,
mihomo,short,8.826486,5780093114778,200,0.322769,18080,4096,4096,2,5780084288292,PASS,8.778837,
mihomo,short,11.117871,5780095692809,200,1.009517,18080,4096,4096,2,5780084574938,PASS,10.900855,
mihomo,short,9.72759,5780094688314,200,0.582913,18080,4096,4096,2,5780084960724,PASS,9.650915,
mihomo,short,24.043583,5780109226336,200,2.131166,18080,4096,4096,2,5780085182753,PASS,23.92291,
mihomo,short,17.184482,5780102664415,200,1.751742,18080,4096,4096,2,5780085479933,PASS,17.149342,
mihomo,short,11.558791,5780097426411,200,0.385855,18080,4096,4096,2,5780085867620,PASS,11.507219,
mihomo,short,18.895533,5780105094230,200,0.886765,18080,4096,4096,2,5780086198697,PASS,18.860676,
mihomo,short,12.060772,5780098590444,200,0.396774,18080,4096,4096,2,5780086529672,PASS,12.019727,
mihomo,short,13.146975,5780099913367,200,1.741726,18080,4096,4096,2,5780086766392,PASS,12.943042,
mihomo,short,24.129721,5780111136748,200,2.230092,18080,4096,4096,2,5780087007027,PASS,24.07512,
mihomo,short,22.74305,5780110093705,200,1.579121,18080,4096,4096,2,5780087350655,PASS,22.708831,
mihomo,short,20.175493,5780107739213,200,1.394333,18080,4096,4096,2,5780087563720,PASS,20.077956,
mihomo,short,25.162571,5780112918853,200,1.304557,18080,4096,4096,2,5780087756282,PASS,25.048959,
mihomo,short,16.115744,5780104069568,200,1.489471,18080,4096,4096,2,5780087953824,PASS,15.947782,
mihomo,short,13.813327,5780102027819,200,0.649312,18080,4096,4096,2,5780088214492,PASS,13.750716,
mihomo,short,24.038766,5780114274956,200,2.65789,18080,4096,4096,2,5780090236190,PASS,23.951032,
mihomo,short,22.292372,5780115447457,200,0.71311,18080,4096,4096,2,5780093155085,PASS,22.175448,
mihomo,short,22.007777,5780116715681,200,0.408173,18080,4096,4096,2,5780094707904,PASS,21.916711,
mihomo,short,22.540274,5780118270672,200,0.334961,18080,4096,4096,2,5780095730398,PASS,22.496934,
mihomo,short,22.280225,5780119725138,200,0.592607,18080,4096,4096,2,5780097444913,PASS,22.165585,
mihomo,short,22.317069,5780120925147,200,0.306734,18080,4096,4096,2,5780098608078,PASS,22.216904,
mihomo,short,22.371016,5780122301389,200,0.203079,18080,4096,4096,2,5780099930373,PASS,22.290259,
mihomo,short,21.519714,5780123569599,200,0.240343,18080,4096,4096,2,5780102049885,PASS,21.395677,
mihomo,short,22.365457,5780125045523,200,0.408359,18080,4096,4096,2,5780102680066,PASS,22.288683,
mihomo,short,22.041074,5780126125872,200,0.357929,18080,4096,4096,2,5780104084798,PASS,22.010775,
mihomo,short,23.194276,5780128302453,200,1.426345,18080,4096,4096,2,5780105108177,PASS,23.049103,
mihomo,short,21.151537,5780128905123,200,2.226632,18080,4096,4096,2,5780107753586,PASS,21.031908,
mihomo,short,21.116663,5780130378681,200,0.669967,18080,4096,4096,2,5780109262018,PASS,20.919065,
mihomo,short,21.267984,5780131376266,200,0.504337,18080,4096,4096,2,5780110108282,PASS,21.234358,
mihomo,short,21.348951,5780132519645,200,1.143329,18080,4096,4096,2,5780111170694,PASS,21.29144,
mihomo,short,20.740177,5780133692316,200,0.762029,18080,4096,4096,2,5780112952139,PASS,20.703415,
mihomo,bulk,682.593513,5780893087703,200,0.41362,18081,8388608,8388608,2,5780210494190,PASS,2.046323,
mihomo,bulk,683.096911,5781576194417,200,0.201605,18081,8388608,8388608,2,5780893097506,PASS,1.583603,
mihomo,bulk,682.471222,5782258675966,200,0.165932,18081,8388608,8388608,2,5781576204744,PASS,2.033794,
mihomo,mixed,4.366764,5782345705675,200,0.340741,18080,4096,4096,2,5782341338911,PASS,4.20668,
mihomo,mixed,3.881267,5782369685337,200,0.235604,18080,4096,4096,2,5782365804070,PASS,3.80632,
mihomo,mixed,3.500945,5782393295144,200,0.287439,18080,4096,4096,2,5782389794199,PASS,3.423907,
mihomo,mixed,3.64013,5782417080400,200,0.22344,18080,4096,4096,2,5782413440270,PASS,3.571586,
mihomo,mixed,3.405748,5782440577127,200,0.229665,18080,4096,4096,2,5782437171379,PASS,3.29444,
mihomo,mixed,4.504177,5782465394964,200,0.37205,18080,4096,4096,2,5782460890787,PASS,4.402976,
mihomo,mixed,5.07683,5782490595819,200,0.405261,18080,4096,4096,2,5782485518989,PASS,4.852968,
mihomo,mixed,3.834805,5782514556675,200,0.290652,18080,4096,4096,2,5782510721870,PASS,3.739248,
mihomo,mixed,4.670669,5782539328503,200,0.377158,18080,4096,4096,2,5782534657834,PASS,4.545759,
mihomo,mixed,3.827747,5782563257187,200,0.234328,18080,4096,4096,2,5782559429440,PASS,3.742457,
mihomo,mixed,3.192388,5782586543009,200,0.247141,18080,4096,4096,2,5782583350621,PASS,3.110334,
mihomo,mixed,3.028192,5782609659276,200,0.186896,18080,4096,4096,2,5782606631084,PASS,2.930649,
mihomo,mixed,3.223823,5782632974708,200,0.234598,18080,4096,4096,2,5782629750885,PASS,3.172189,
mihomo,mixed,3.110982,5782656172441,200,0.241477,18080,4096,4096,2,5782653061459,PASS,3.049818,
mihomo,mixed,3.132234,5782679412616,200,0.276179,18080,4096,4096,2,5782676280382,PASS,3.045896,
mihomo,mixed,3.031177,5782702554627,200,0.188112,18080,4096,4096,2,5782699523450,PASS,2.930528,
mihomo,mixed,3.372832,5782726050589,200,0.418056,18080,4096,4096,2,5782722677757,PASS,3.207391,
mihomo,mixed,5.39876,5782751576404,200,0.335095,18080,4096,4096,2,5782746177644,PASS,5.092113,
mihomo,mixed,3.346274,5782775078813,200,0.345339,18080,4096,4096,2,5782771732539,PASS,3.259502,
mihomo,mixed,3.51335,5782798706823,200,0.342486,18080,4096,4096,2,5782795193473,PASS,3.447531,
mihomo,mixed,3.367785,5782822174653,200,0.323658,18080,4096,4096,2,5782818806868,PASS,3.313359,
mihomo,mixed,3.466646,5782845737142,200,0.292881,18080,4096,4096,2,5782842270496,PASS,3.405546,
mihomo,mixed,3.488036,5782869372905,200,0.372355,18080,4096,4096,2,5782865884869,PASS,3.376354,
mihomo,mixed,4.438729,5782893930839,200,0.265464,18080,4096,4096,2,5782889492110,PASS,4.370363,
mihomo,mixed,4.415475,5782918478510,200,0.360664,18080,4096,4096,2,5782914063035,PASS,4.355647,
mihomo,mixed,4.129575,5782942695420,200,0.364017,18080,4096,4096,2,5782938565845,PASS,4.056462,
mihomo,mixed,4.003915,5782966805072,200,0.250569,18080,4096,4096,2,5782962801157,PASS,3.946436,
mihomo,mixed,3.46845,5782990382861,200,0.29864,18080,4096,4096,2,5782986914411,PASS,3.412257,
mihomo,mixed,3.023908,5783013499277,200,0.235153,18080,4096,4096,2,5783010475369,PASS,2.973229,
mihomo,mixed,3.584222,5783037185232,200,0.269227,18080,4096,4096,2,5783033601010,PASS,3.52974,
mihomo,mixed,3.506896,5783060785420,200,0.194994,18080,4096,4096,2,5783057278524,PASS,3.302307,
mihomo,mixed,2.675525,5783083554215,200,0.190074,18080,4096,4096,2,5783080878690,PASS,2.630279,
mihomo,mixed,2736.03761,5785074725916,200,0.564218,18081,33554432,33554432,2,5782338688306,PASS,2.540612,
gvisor,cold-reality,4.358465,5785340706554,200,3.103484,18080,4096,4096,2,5785336348089,PASS,4.243984,0
gvisor,cold-hy2,4.775255,5785421396774,200,3.48467,18081,4096,4096,2,5785416621519,PASS,4.656182,0
gvisor,warm-reality,4.249474,5785497961919,200,3.016257,18080,4096,4096,2,5785493712445,PASS,4.074828,0
gvisor,warm-reality,5.164449,5785578222363,200,3.413569,18080,4096,4096,2,5785573057914,PASS,5.112725,0
gvisor,warm-reality,4.354373,5785656333478,200,3.047005,18080,4096,4096,2,5785651979105,PASS,4.225372,0
gvisor,warm-reality,3.876054,5785736208467,200,2.6328,18080,4096,4096,2,5785732332413,PASS,3.815032,0
gvisor,warm-reality,4.684693,5785823022219,200,3.358302,18080,4096,4096,2,5785818337526,PASS,4.636753,0
gvisor,warm-reality,4.966931,5785900800496,200,3.794945,18080,4096,4096,2,5785895833565,PASS,4.912177,0
gvisor,warm-reality,3.873438,5785986042622,200,2.687961,18080,4096,4096,2,5785982169184,PASS,3.833021,0
gvisor,warm-reality,3.917918,5786061292467,200,2.653517,18080,4096,4096,2,5786057374549,PASS,3.773868,0
gvisor,warm-reality,4.122128,5786138668613,200,2.828459,18080,4096,4096,2,5786134546485,PASS,4.014335,0
gvisor,warm-reality,4.346829,5786217829661,200,2.960452,18080,4096,4096,2,5786213482832,PASS,4.225487,0
gvisor,warm-reality,5.400615,5786296601527,200,4.048548,18080,4096,4096,2,5786291200912,PASS,5.303004,0
gvisor,warm-reality,4.229021,5786372745011,200,2.893126,18080,4096,4096,2,5786368515990,PASS,4.179853,0
gvisor,short,14.545417,5786461967996,200,6.159453,18080,4096,4096,2,5786447422579,PASS,14.003639,
gvisor,short,15.318445,5786463003023,200,10.103743,18080,4096,4096,2,5786447684578,PASS,15.280426,
gvisor,short,14.4514,5786462426804,200,7.070881,18080,4096,4096,2,5786447975404,PASS,14.393693,
gvisor,short,14.975927,5786463270713,200,13.016761,18080,4096,4096,2,5786448294786,PASS,14.940819,
gvisor,short,13.11796,5786461609530,200,11.562321,18080,4096,4096,2,5786448491570,PASS,13.031636,
gvisor,short,17.486529,5786466294653,200,15.367826,18080,4096,4096,2,5786448808124,PASS,17.247263,
gvisor,short,17.56901,5786466601413,200,16.841337,18080,4096,4096,2,5786449032403,PASS,17.533257,
gvisor,short,19.051752,5786468334769,200,17.696934,18080,4096,4096,2,5786449283017,PASS,19.009859,
gvisor,short,19.567989,5786469079118,200,18.700654,18080,4096,4096,2,5786449511129,PASS,19.44922,
gvisor,short,21.284642,5786471078786,200,20.510738,18080,4096,4096,2,5786449794144,PASS,21.251191,
gvisor,short,22.728421,5786472759343,200,22.033822,18080,4096,4096,2,5786450030922,PASS,22.675017,
gvisor,short,24.177163,5786474394763,200,22.901228,18080,4096,4096,2,5786450217600,PASS,24.136065,
gvisor,short,24.839819,5786475223676,200,23.899437,18080,4096,4096,2,5786450383857,PASS,24.719799,
gvisor,short,26.090796,5786476672324,200,25.221093,18080,4096,4096,2,5786450581528,PASS,25.896375,
gvisor,short,14.114796,5786464866698,200,12.134589,18080,4096,4096,2,5786450751902,PASS,14.057243,
gvisor,short,26.907621,5786477856609,200,26.158997,18080,4096,4096,2,5786450948988,PASS,26.818607,
gvisor,short,18.089782,5786479727948,200,16.763516,18080,4096,4096,2,5786461638166,PASS,17.9133,
gvisor,short,18.355447,5786480357087,200,17.480601,18080,4096,4096,2,5786462001640,PASS,18.216457,
gvisor,short,19.248787,5786481699609,200,18.0343,18080,4096,4096,2,5786462450822,PASS,19.21641,
gvisor,short,20.344929,5786483384114,200,19.653661,18080,4096,4096,2,5786463039185,PASS,20.263825,
gvisor,short,19.574014,5786482880672,200,18.32767,18080,4096,4096,2,5786463306658,PASS,19.449839,
gvisor,short,20.759018,5786485643441,200,19.238028,18080,4096,4096,2,5786464884423,PASS,20.6211,
gvisor,short,20.400873,5786486728902,200,19.123002,18080,4096,4096,2,5786466328029,PASS,20.276944,
gvisor,short,20.752531,5786487389132,200,20.007745,18080,4096,4096,2,5786466636601,PASS,20.693866,
gvisor,short,20.726839,5786489095920,200,19.428945,18080,4096,4096,2,5786468369081,PASS,20.646397,
gvisor,short,20.6573,5786489770177,200,19.891083,18080,4096,4096,2,5786469112877,PASS,20.598342,
gvisor,short,19.812308,5786490924164,200,19.001903,18080,4096,4096,2,5786471111856,PASS,19.687243,
gvisor,short,19.529249,5786492322454,200,18.594738,18080,4096,4096,2,5786472793205,PASS,19.492045,
gvisor,short,18.979535,5786493406615,200,18.073097,18080,4096,4096,2,5786474427080,PASS,18.94244,
gvisor,short,19.180102,5786494438483,200,18.432231,18080,4096,4096,2,5786475258381,PASS,19.115939,
gvisor,short,18.979,5786495686706,200,18.102939,18080,4096,4096,2,5786476707706,PASS,18.910593,
gvisor,short,18.803665,5786496692502,200,18.006707,18080,4096,4096,2,5786477888837,PASS,18.765557,
gvisor,bulk,681.570836,5787256821439,200,0.479379,18081,8388608,8388608,2,5786575250603,PASS,2.113599,
gvisor,bulk,684.132371,5787940996226,200,0.491195,18081,8388608,8388608,2,5787256863855,PASS,2.39018,
gvisor,bulk,682.992824,5788623996985,200,0.585034,18081,8388608,8388608,2,5787941004161,PASS,1.997187,
gvisor,mixed,3.539332,5788717122714,200,2.374371,18080,4096,4096,2,5788713583382,PASS,3.423859,
gvisor,mixed,3.368094,5788740584581,200,2.427409,18080,4096,4096,2,5788737216487,PASS,3.252862,
gvisor,mixed,2.820398,5788763498950,200,2.029726,18080,4096,4096,2,5788760678552,PASS,2.774506,
gvisor,mixed,2.840259,5788786435206,200,1.972794,18080,4096,4096,2,5788783594947,PASS,2.758871,
gvisor,mixed,2.467666,5788809013193,200,1.709643,18080,4096,4096,2,5788806545527,PASS,2.433889,
gvisor,mixed,2.493928,5788831599596,200,1.830162,18080,4096,4096,2,5788829105668,PASS,2.38619,
gvisor,mixed,2.972313,5788854670282,200,2.064492,18080,4096,4096,2,5788851697969,PASS,2.920934,
gvisor,mixed,2.650923,5788877424549,200,1.909581,18080,4096,4096,2,5788874773626,PASS,2.611927,
gvisor,mixed,2.462625,5788899979268,200,1.697616,18080,4096,4096,2,5788897516643,PASS,2.426112,
gvisor,mixed,2.545455,5788922640855,200,1.822906,18080,4096,4096,2,5788920095400,PASS,2.494544,
gvisor,mixed,2.445279,5788945178768,200,1.770932,18080,4096,4096,2,5788942733489,PASS,2.411856,
gvisor,mixed,3.182244,5788968485006,200,2.144456,18080,4096,4096,2,5788965302762,PASS,3.132359,
gvisor,mixed,2.76815,5788991344453,200,1.942216,18080,4096,4096,2,5788988576303,PASS,2.691785,
gvisor,mixed,3.030505,5789014515294,200,2.191805,18080,4096,4096,2,5789011484789,PASS,2.97616,
gvisor,mixed,2.628949,5789037235079,200,1.805291,18080,4096,4096,2,5789034606130,PASS,2.591672,
gvisor,mixed,2.57164,5789059949728,200,1.725312,18080,4096,4096,2,5789057378088,PASS,2.539812,
gvisor,mixed,2.537874,5789082579274,200,1.88387,18080,4096,4096,2,5789080041400,PASS,2.450429,
gvisor,mixed,2.753254,5789105421334,200,1.931601,18080,4096,4096,2,5789102668080,PASS,2.688971,
gvisor,mixed,2.906102,5789128415251,200,2.086263,18080,4096,4096,2,5789125509149,PASS,2.82533,
gvisor,mixed,2.463322,5789150981799,200,1.77898,18080,4096,4096,2,5789148518477,PASS,2.428045,
gvisor,mixed,2.697231,5789173771153,200,1.958934,18080,4096,4096,2,5789171073922,PASS,2.631566,
gvisor,mixed,2.690193,5789196551343,200,1.880224,18080,4096,4096,2,5789193861150,PASS,2.606939,
gvisor,mixed,2.467498,5789219105161,200,1.785729,18080,4096,4096,2,5789216637663,PASS,2.425545,
gvisor,mixed,2.623813,5789241821834,200,1.787351,18080,4096,4096,2,5789239198021,PASS,2.562092,
gvisor,mixed,2.519641,5789264429089,200,1.69806,18080,4096,4096,2,5789261909448,PASS,2.484937,
gvisor,mixed,2.557878,5789287082123,200,1.70117,18080,4096,4096,2,5789284524245,PASS,2.494756,
gvisor,mixed,2.376756,5789309546110,200,1.634321,18080,4096,4096,2,5789307169354,PASS,2.316908,
gvisor,mixed,2.731096,5789332371606,200,1.854398,18080,4096,4096,2,5789329640510,PASS,2.631285,
gvisor,mixed,2.7125,5789355196135,200,1.796742,18080,4096,4096,2,5789352483635,PASS,2.649263,
gvisor,mixed,2.738428,5789378016798,200,1.945246,18080,4096,4096,2,5789375278370,PASS,2.69043,
gvisor,mixed,2.808398,5789400924202,200,2.010754,18080,4096,4096,2,5789398115804,PASS,2.769572,
gvisor,mixed,2.412831,5789423452672,200,1.67258,18080,4096,4096,2,5789421039841,PASS,2.366887,
gvisor,mixed,2731.428965,5791442987572,200,0.605194,18081,33554432,33554432,2,5788711558607,PASS,1.900564,
gvisor,cold-reality,4.242918,5791676352013,200,3.157137,18080,4096,4096,3,5791672109095,PASS,4.181871,0
gvisor,cold-hy2,4.758044,5791750457963,200,3.559437,18081,4096,4096,3,5791745699919,PASS,4.71803,0
gvisor,warm-reality,3.36922,5791822027927,200,2.292974,18080,4096,4096,3,5791818658707,PASS,3.157343,0
gvisor,warm-reality,3.486219,5791894271647,200,2.364936,18080,4096,4096,3,5791890785428,PASS,3.364622,0
gvisor,warm-reality,3.191405,5791965594595,200,2.294661,18080,4096,4096,3,5791962403190,PASS,3.117632,0
gvisor,warm-reality,3.253248,5792036682244,200,2.288134,18080,4096,4096,3,5792033428996,PASS,3.188195,0
gvisor,warm-reality,4.346989,5792112701712,200,3.182997,18080,4096,4096,3,5792108354723,PASS,4.25655,0
gvisor,warm-reality,3.54438,5792187677984,200,2.498754,18080,4096,4096,3,5792184133604,PASS,3.434339,0
gvisor,warm-reality,3.467246,5792262224910,200,2.44072,18080,4096,4096,3,5792258757664,PASS,3.424742,0
gvisor,warm-reality,3.817911,5792337754202,200,2.612676,18080,4096,4096,3,5792333936291,PASS,3.728161,0
gvisor,warm-reality,3.872332,5792412213629,200,2.70695,18080,4096,4096,3,5792408341297,PASS,3.833748,0
gvisor,warm-reality,3.77279,5792487539300,200,2.655955,18080,4096,4096,3,5792483766510,PASS,3.727384,0
gvisor,warm-reality,3.402945,5792559341879,200,2.415374,18080,4096,4096,3,5792555938934,PASS,3.359207,0
gvisor,warm-reality,4.410429,5792633038280,200,3.191516,18080,4096,4096,3,5792628627851,PASS,4.341673,0
gvisor,short,10.145559,5792720229473,200,4.480196,18080,4096,4096,3,5792710083914,PASS,10.097099,
gvisor,short,10.494095,5792720789284,200,7.022818,18080,4096,4096,3,5792710295189,PASS,10.376594,
gvisor,short,12.658674,5792723119114,200,11.900851,18080,4096,4096,3,5792710460440,PASS,12.617406,
gvisor,short,15.954178,5792726632026,200,14.939579,18080,4096,4096,3,5792710677848,PASS,15.923695,
gvisor,short,10.513336,5792721417964,200,9.710544,18080,4096,4096,3,5792710904628,PASS,10.475331,
gvisor,short,16.089782,5792727253201,200,15.399175,18080,4096,4096,3,5792711163419,PASS,16.051944,
gvisor,short,13.903793,5792725235349,200,13.224162,18080,4096,4096,3,5792711331556,PASS,13.844781,
gvisor,short,16.752062,5792728284221,200,16.072202,18080,4096,4096,3,5792711532159,PASS,16.714114,
gvisor,short,12.380512,5792724095305,200,11.737374,18080,4096,4096,3,5792711714793,PASS,12.282077,
gvisor,short,17.320892,5792729227302,200,16.696744,18080,4096,4096,3,5792711906410,PASS,17.247031,
gvisor,short,20.377034,5792732608661,200,19.718857,18080,4096,4096,3,5792712231627,PASS,20.346723,
gvisor,short,19.11098,5792731530249,200,18.533797,18080,4096,4096,3,5792712419269,PASS,19.063652,
gvisor,short,21.290334,5792733884523,200,20.510379,18080,4096,4096,3,5792712594189,PASS,21.233569,
